Record Number~Publication Info.~Call No.~Horizon checkouts~Old in-house uses~Checkout Date~Standard No.~Title~CNY
i1289669x~New York : Penguin Group, [2014]~572.838 W132~~~  -  -    ~9781591846468;1591846463;9781617230219 (pbk.);1617230219 (pbk.)~Arrival of the fittest : solving evolution's greatest puzzle / Andreas Wagner.~
i12896718~New York : New Press, [2016].;©2016~305.9069 M135~~~  -  -    ~9781620972632 (hardcover : alk. paper);1620972638 (hardcover : alk. paper);9781620972649~Cast away : true stories of survival from Europe's refugee crisis / Charlotte McDonald-Gibson.~
i12898971~Lanham, Maryland : Lexington Books, [2014]~324.73 B473~~~  -  -    ~9780739188989 (cloth ; alk. paper);0739188984 (cloth ; alk. paper);1498525350 (paper);9781498525350 (paper)~A functional analysis of political television advertisements / William L. Benoit.~
i12899410~Kent, Ohio : Kent State University Press, [2016];©2016~378.1981 S613~~~  -  -    ~9781606352915 paperback;1606352911 paperback~Above the shots : an oral history of the Kent State shootings / Craig S. Simpson and Gregory S. Wilson.~
i12899550~Chico, CA : AK Press, [2016];©2016~335.83092 D664~~~  -  -    ~9781849352482 (pbk);1849352488 (pbk)~Left of the Left : my memories of Sam Dolgoff / Anatole Dolgoff ; introduction by Andrew Cornell.~
i12899732~Boston, MA : Da Capo Press, [2016]~378.1981 M483~~~  -  -    ~9780306823794 (hardcover);0306823799 (hardcover)~67 shots : Kent State and the end of American innocence / Howard Means.~
i12900758~Boulder : Shambhala, 2016.~181.11 H666E~~~  -  -    ~9781611803389 (pbk. : alk. paper);1611803381 (pbk. : alk. paper)~Existence : a story / David Hinton.~
i1290093x~London ; New York : Verso, 2016.~365.45 I23~~~  -  -    ~9781784787691 (pbk.);1784787698 (pbk.)~If they come in the morning : voices of resistance / [edited by] Angela Davis.~
i12901763~London ; New York : Routledge, 2009.~303.33 N532M~~~  -  -    ~0415568129 (pbk.);9780415568128 (pbk.);9780415480772 (hbk.);0415480779 (hbk.)~The new media of surveillance / edited by Shoshana Magnet, Kelly Gates.~
i12901891~Berkeley, Calif. ; London : University of California Press, 2012.~303.484097 B674~~~  -  -    ~9780520272590 (pbk.);0520272595 (pbk.)~The next American revolution : sustainable activism for the twenty-first century / Grace Lee Boggs with Scott Kurashige ; foreword by Danny Glover.~
i12902329~New York : Picador, 2016.~623.7469 C665~~~  -  -    ~1250081637;9781250081636~Kill chain : the rise of the high-tech assassins / Andrew Cockburn ; with illustrations by Danijel Zezelj.~
i12902354~Minneapolis : University of Minnesota Press, [2016]~355.033573 S534~~~  -  -    ~9780816694730 (hc : alk. paper);0816694737 (hc : alk. paper);9780816694747 (pb : alk. paper);0816694745 (pb : alk. paper)~Predator empire : drone warfare and full spectrum dominance / Ian G.R. Shaw.~
i12902470~Boston : Beacon Press, ©2013.~323.092 T391~~~  -  -    ~9780807050477 (hardcover ; alk. paper);0807050474 (hardcover ; alk. paper);0807050482;9780807050484;0807033324;9780807033326;0807076929;9780807076927~The rebellious life of Mrs. Rosa Parks / Jeanne Theoharis.~
i12902561~London : Repeater Books, an imprint of Watkins Media Ltd, [2016]~321.09 G487~~~  -  -    ~1910924369 (paperback);9781910924365 (paperback)~Specters of revolt : on the intellect of insurrection and philosophy from below / Richard Gilman-Opalsky.~
i12902585~New York : New York University Press, ©2012.~323.173 C119~~~  -  -    ~9780814723753 (cl ; alk. paper);0814723756 (cl ; alk. paper);9780814723760 (pb ; alk. paper);0814723764 (pb ; alk. paper)~Social death : racialized rightlessness and the criminalization of the unprotected / Lisa Marie Cacho.~
i12903012~New York, NY : Harper Wave, an imprint of HarperCollins Publishers 2016.~307.1216 R796~~~  -  -    ~9780062234728 (hardback);0062234722 (hardback)~The well-tempered city : what modern science, ancient civilizations, and human nature teach us about the future of urban life / Jonathan F. P. Rose.~
i12903371~Mineola, N.Y. : Dover Publications, 2003.~248.22 J65~~~  -  -    ~0486426939 (pbk.);9780486426938 (pbk.)~Dark night of the soul / St. John of the Cross ; translated by E. Allison Peers ; from the critical edition of P. Silverio de Santa Teresa.~
i1290367x~New York : Simon & Schuster, 2016.;©2016~306.81 T768~~~  -  -    ~9781476716565 (hbk);1476716560 (hbk);9781476716572 (pbk);1476716579 (pbk);9781501160691;1501160699;1476716587~All the single ladies : unmarried women and the rise of an independent nation / Rebecca Traister.~
i12905069~Amherst : University of Massachusetts Press, [2013]~303.4832 S782~~~  -  -    ~9781625340559 (pbk. ; alk. paper);1625340559 (pbk. ; alk. paper);9781625340542 (hardcover ; alk. paper);1625340540 (hardcover ; alk. paper)~Underground movements : modern culture on the New York City subway / Sunny Stalter-Pace.~
i12905756~New York, New York : Oxford University Press, 2016.~333.822 R453~~~  -  -    ~9780190233112 (hardcover);0190233117 (hardcover);12572772~"Struggling for air : power plants and the ""war on coal"" / Richard L. Revesz and Jack Lienke."~
i12906177~London ; New York : Routledge, Taylor & Francis Group, 2014.~307.1216 S964S3~~~  -  -    ~9780415707756 (hardback);0415707757 (hardback);9780415707763 (paperback);0415707765 (paperback)~The sustainable urban development reader / edited by Stephen M. Wheeler and Timothy Beatley.~
i12906281~Baltimore : Johns Hopkins University Press, [2016]~364.1532 G372~~~  -  -    ~9781421419053 (hardcover : alk. paper);142141905X (hardcover : alk. paper)~Campus sexual assault : college women respond / Lauren J. Germain.~
i12906499~New York : St. Martin's Press, ©2001.~598.0973 Z71~~~  -  -    ~1582381283;9781582381282~Birds : a guide to familiar birds of North America / by Herbert S. Zim and Ira N. Gabrielson ; revised by Chandler S. Robbins ; updated by Jonathan P. Latimer and Karen Stray Nolting with James Coe ; illustrated by James Gordon Irving.~
i12906578~Riverdale, NY : Riverdale Avenue Books, 2016.;©2016~364.153 Q3~~~  -  -    ~9781626012738 (paperback);1626012733 (paperback)~Queering sexual violence : radical voices from within the anti-violence movement / edited by Jennifer Patterson ; foreword by Reina Gossett.~
i1290658x~Chico, CA ; Edinburgh, Scotland : AK Press, [2016]~362.82 R454R2~~~  -  -    ~9781849352628 (paperback);1849352623 (paperback)~The revolution starts at home : confronting intimate violence within activist communities / edited by Ching-In Chen, Jai Dulani, & Leah Lakshmi Piepzna-Samarasinha ; preface by Andrea Smith.~
i12906621~New York : Anchor Books, 2016.;©2015~364.1532 K89~~~  -  -    ~9780804170567 (paperback);0804170568 (paperback)~Missoula : rape and the justice system in a college town / Jon Krakauer.~
i12906657~New York : New York University Press, ©2007.~362.82 G325G2~~~  -  -    ~9780814762097 (alk. paper);0814762093 (alk. paper);9780814762103 (pbk. ; alk. paper);0814762107 (pbk. ; alk. paper)~Gender violence : interdisciplinary perspectives / edited by Laura L. O'Toole, Jessica R. Schiffman, and Margie L. Kiter Edwards.~
i12907947~Los Angeles : SAGE, [2014]~362.82 L411~~~  -  -    ~9781452277745 (pbk. ; alk. paper);1452277745 (pbk. ; alk. paper)~It could happen to anyone : why battered women stay / Alyce D. LaViolette, Alternatives Counseling Association, California Institute of Rural Management, Gujarat ; Ola W. Barnett, Pepperdine University.~
i12908393~Baton Rouge : Louisiana State University Press, ©1991.~581 S881~~~  -  -    ~0807116645 (cloth ; alk. paper);9780807116647 (cloth ; alk. paper);0807116750 (paper ; alk. paper);9780807116753 (paper ; alk. paper)~Flora of Louisiana / watercolor drawings by Margaret Stones ; with botanical descriptions by Lowell Urbatsch.~
i12908551~London, United Kingdom ; New York, NY, USA : Kogan Page Limited, 2017.;©2017~658.56 P825~~~  -  -    ~9780749478056 paperback alkaline paper;0749478055 paperback alkaline paper~Understanding planned obsolescence : unsustainability through production, consumption and waste generation / Kamila Pope.~
i12908605~London : Bloomsbury Academic, 2016.;©2016~002.09 H224~~~  -  -    ~9781472573261 (HB);1472573269 (HB);9781472573254 (PB);1472573250 (PB)~Modernism's print cultures / Faye Hammill and Mark Hussey.~
i12909993~New York : Routledge, 2016.~371.782 C932~~~  -  -    ~9781138849402 (hbk);1138849405 (hbk);9781138849419 (pbk);1138849413 (pbk)~The crisis of campus sexual violence : critical perspectives on prevention and response / edited by Sara Carrigan Wooten and Roland W. Mitchell.~
i12910041~Charlotte, NC : Information Age Publishing, Inc., [2015]~428.0071 P927~~~  -  -    ~9781623969257 (hbk.);1623969255 (hbk.);9781623969240 (pbk.);1623969247 (pbk.)~Preparing teachers to work with English language learners in mainstream classrooms / edited by Luciana C. de Oliveira, University of Miami, Mike Yough, Purdue University.~
i12910053~London ; New York : Routledge, Taylor & francis Group, 2017.~338.1 K82~~~  -  -    ~9781138204133 (hbk.);1138204137 (hbk.);9781138204157 (pbk.);1138204153 (pbk.);40026811857~Forgotten agricultural heritage : reconnecting food systems and sustainable development / Parviz Koohafkan and Miguel A. Altieri.~
i12911215~Baltimore : Paul H. Brookes Pub., ©2008.~371.930973 C886~~~  -  -    ~9781557669742 (pbk.);1557669740 (pbk.)~Reaching and teaching children who hurt : strategies for your classroom / by Susan E. Craig.~
i12911410~London ; New York : Continuum, ©2008.~193 H462T~~~  -  -    ~9780826499905 (hardcover);0826499902 (hardcover);9781441192271 (pbk.);1441192271 (pbk.)~Education in Hegel / Nigel Tubbs.~
i12911422~London ; New York : Continuum International Pub., 2011.~370.1 C536~~~  -  -    ~9781441198334 (pbk.);1441198334 (pbk.);9780826499721;0826499724~Childhood and the philosophy of education : an anti-Aristotelian perspective / Andrew Stables.~
i12911458~London ; New York : Continuum, ©2009.~338.4 P923~~~  -  -    ~9781847062918 (hardcover);1847062911 (hardcover);9781441111753 (pbk.);1441111751 (pbk.)~Lifelong learning and development : a southern perspective / Julia Preece.~
i12911525~London ; New York : Continuum International Pub. Group, ©2010.~373.180941 C944~~~  -  -    ~9781441127655;1441127658;9781847062697 (hardcover);1847062695 (hardcover)~Children's lives, children's futures : a study of children starting secondary school / Paul Croll, Gaynor Attwood and Carol Fuller.~
i12911628~Dubuque, Ia. : Kendall/Hunt Pub. Co., ©2003.~371.1 F931~~~  -  -    ~0787298050 (pbk.);9780787298050 (pbk.)~From our voices : art educators and artists speak out about lesbian, gay, bisexual, and transgendered issues / edited by Laurel Lampela, Ed Check.~
i12911653~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911665~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911677~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911690~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911707~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911719~London : AA Publications, [2016];©2016~307.76 U58~~~  -  -    ~9781907896903 (set ; paperback);1907896902 (set ; paperback);9781907896897 (v. 1 ; paperback);1907896899 (v. 1 ; paperback);9781907896880 (v. 2 ; paperback);1907896880 (v. 2 ; paperback);9781907896873 (v. 3 ; paperback);1907896872 (v. 3 ; paperback);9781907896866 (v. 4 ; paperback);1907896864 (v. 4 ; paperback);9781907896859 (v. 5 ; paperback);1907896856 (v. 5 ; paperback);9781907896842 (v. 6 ; paperback);1907896848 (v. 6 ; paperback)~Tales from the Dark Side of the City / Unknown Fields ; design by Neasden Control Centre & City Edition Studio.~
i12911732~Lewisville, NC : Gryphon House, Inc., [2015]~371.94 S713~~~  -  -    ~9780876593509;0876593503~Reaching and teaching children exposed to trauma / Barbara Sorrels, EdD.~
i12911811~New York : Bloomsbury Academic, 2016.~391.43 K55~~~  -  -    ~9781501307409 (paperback);1501307401 (paperback);150130741X;9781501307416;1501307428;9781501307423~Hood / Alison Kinney.~
i12912001~New York : Bloomsbury Academic, 2016.~391 A546~~~  -  -    ~9781845206970 (paperback);1845206975 (paperback);9781845206963 (hardback);1845206967 (hardback)~Tweed / Fiona Anderson.~
i12912268~Philadelphia : University of Pennsylvania Press, [2017]~322 C244~~~  -  -    ~9780812248821 (hardcover ; alk. paper);0812248821 (hardcover ; alk. paper);40026704504~Capital gains : business and politics in twentieth-century America / edited by Richard R. John and Kim Phillips-Fein.~
i12912281~London ; Philadelphia : Jessica Kingsley, 2008.~618.92 M156~~~  -  -    ~9781843106234 (pb ; alk. paper);184310623X (pb ; alk. paper)~Reaching and teaching the child with autism spectrum disorder : using learning preferences and strengths / Heather MacKenzie.~
i12912372~Los Angeles : Sage Publications, ©2010.~378.1958 F533~~~  -  -    ~9781412954761 (cloth ; alk. paper);1412954762 (cloth ; alk. paper);9781412954778 (pbk. ; alk. paper);1412954770 (pbk. ; alk. paper)~Unsafe in the ivory tower : the sexual victimization of college women / Bonnie S. Fisher, Leah E. Daigle, Francis T. Cullen.~
i12912426~New York : Library of America, [2013];©2013~333.72 L587~~~  -  -    ~9781598532067;1598532065~A Sand County almanac & other writings on ecology and conservation / Aldo Leopold ; Curt Meine, editor.~
i12912438~Cambridge, UK ; New York : Cambridge University Press, 2010.~304.25 A221~~~  -  -    ~9780521182515 (pbk.);0521182514 (pbk.);9780521764858 (hbk.);0521764858 (hbk.)~Adapting to climate change : thresholds, values, governance / edited by W. Neil Adger, Irene Lorenzoni, Karen L. O'Brien.~
i1291244x~Cambridge ; New York : Cambridge University Press, 2010.~301.31 G562~~~  -  -    ~9781107401518 (pbk.);1107401518 (pbk.)~Globalization, environmental change, and social history / edited by Peter Boomgaard and Marjolein 't Hart.~
i12912700~New York : Routledge, ©2004.~303.483 T2557~~~  -  -    ~0415947103;9780415947107;0415947111 (pbk.);9780415947114 (pbk.);9780203501351;0203501357~The technological fix : how people use technology to create and solve problems / edited by Lisa Rosner.~
i12912724~New York : Teachers College Press, [2013]~371.82694 G674~~~  -  -    ~9780807754573 (pbk. ; alk. paper);0807754579 (pbk. ; alk. paper);9780807754580 (hardcover ; alk. paper);0807754587 (hardcover ; alk. paper)~Reaching and teaching students in poverty : strategies for erasing the opportunity gap / Paul C. Gorski.~
i12912943~Boca Raton : CRC Press, Taylor & Francis Group, [2017]~620.82 D274~~~  -  -    ~9781498783675 (pbk.);1498783678 (pbk.)~Design error : a human factors approach / Ronald William Day.~
i12912980~Thousand Oaks, Calif. : Corwin Press, ©2005.~373.1102 B622~~~  -  -    ~1412914787 (cloth);9781412914789 (cloth);1412914795 (pbk.);9781412914796 (pbk.)~Reaching and teaching middle school learners : asking students to show us what works / Penny A. Bishop, Susanna W. Pflaum.~
i12913078~Bielefeld : Kerber Verlag, [2016];©2016~677 C734~~~  -  -    ~9783735602688 (English edition ; pbk.);3735602681 (English edition ; pbk.);9783735602688~The common thread : the warp and weft of thinking / edited by Vanessa von Gliszczynski, Mona Suhrbier und Eva Ch. Raabe ; translations, Andrew Boreham [and three others] ; Weltkulturen Museum.~
i12913510~Malden, MA : Blackwell Pub., 2007.~612.82 F921~~~  -  -    ~9781405160223 (pbk. ; alk. paper);1405160225 (pbk. ; alk. paper);1405136944;9781405136945;9781405160223~Making up the mind : how the brain creates our mental world / Chris Frith.~
i12913522~New York : Farrar, Straus, and Giroux, 2002.~609.2 U27~~~  -  -    ~0374194408 (hc ; alk. paper);9780374194406 (hc ; alk. paper);0374528888;9780374528881~The lunar men : five friends whose curiosity changed the world / Jenny Uglow.~
i12913637~London ; New York : Routledge, 1990.~658.8 T659~~~  -  -    ~0415011507;9780415011501;0415011515 (pbk.);9780415011518 (pbk.)~Consumption, identity, and style : marketing, meanings, and the packaging of pleasure / edited by Alan Tomlinson.~
i12914204~Tucson, Ariz. : University of Arizona Press, 2003.~398.2089 S288~~~  -  -    ~0816523371 (pbk. ; alk. paper);9780816523375 (pbk. ; alk. paper)~A scattering of jades : stories, poems, and prayers of the Aztecs / translated by Thelma D. Sullivan ; edited, compiled, and introduced with commentary by T.J. Knab.~
i12914216~Basel : Birkhäuser, part of Walther de Gruyter GmbH, Berlin, [2016]~690.12 S387~~~  -  -    ~9783035611120 (English edition ; hd. bd.);3035611122 (English edition ; hd. bd.);9783035608878 (ePub ; online);9783035611120~Light spaces / Kerstin Schultz, Hedwig Wiedemann-Tokarz ; translation: Jörn Frenzel.~
i1291437x~Hoboken, N.J. : John Wiley, ©2006.~628.2 S519~~~  -  -    ~0471721778 (cloth);9780471721772 (cloth);9780471721772~Stormwater management for land development : methods and calculations for quantity control / Thomas A. Seybert.~
i12914678~New York : Bloomsbury Academic, 2016.~391.5 L913~~~  -  -    ~9781628922868 (paperback);1628922869 (paperback)~Hair / Scott Lowe.~
i12915221~London : Academic Press, [2016];©2016~338.9 S713~~~  -  -    ~9780128032183;0128032189~Energy, resources and welfare : exploration of social frameworks for sustainable development / Bent Sørensen.~
i12915245~New Brunswick, N.J. : Rutgers University Press, ©2007.~363.7009756 M148~~~  -  -    ~0813539668 (hardcover ; alk. paper);9780813539669 (hardcover ; alk. paper);9780813546780 (pbk. ; alk. paper);0813546788 (pbk. ; alk. paper)~Transforming environmentalism : Warren county, PCBS, and the origins of environmental justice / Eileen McGurty.~
i12915257~Lanham : Lexington Books, ©2008.~618.1 V971~~~  -  -    ~9780739113851 (cloth ; alk. paper);0739113852 (cloth ; alk. paper);9780739113868;0739113860~Under wraps : a history of menstrual hygiene technology / Sharra L. Vostral.~
i12915282~Thousand Oaks, Calif. : SAGE, ©2011.~370.117 B922~~~  -  -    ~9781412977364 (pbk.);1412977363 (pbk.)~Reaching and teaching diverse populations : strategies for moving beyond stereotypes / Mary bellucci Buckelew, Andrea Fishman.~
i12915737~Lanham : Lexington Books, [2015]~111.85 M272~~~  -  -    ~9781498503068 (cloth : alk. paper);1498503063 (cloth : alk. paper);9781498503082 (pbk. : alk. paper);149850308X (pbk. : alk. paper)~The indispensable excess of the aesthetic : evolution of sensibility in nature / Katya Mandoki.~
i12915786~Zurish, Switzerland : Lars Müller Publishers, [2017];©2017.~339.2 O93~~~  -  -    ~9783037785294 (paperback);3037785292 (paperback)~Our world to change / edited by Ruedi and Vera Baur ; translation, Helen Ferguson.~
i12915804~New York : Oxford University Press, 2013.~364.409747 Z76~~~  -  -    ~0199324166;9780199324163~The city that became safe : New York's lessons for urban crime and its control / Franklin E. Zimring.~
i12915865~Albany : State University of New York Press, [2017]~378.0082 S779~~~  -  -    ~9781438464213 hardcover alkaline paper;1438464215 hardcover alkaline paper~Staging women's lives in academia : gendered life stages in language and literature workplaces / edited by Michelle A. Massé and Nan Bauer-Maglin.~
i12916195~Paris : Éditions Xavier Barral, [2017]~688.728 F767~~~  -  -    ~9782365111348 hardcover;2365111343 hardcover~Automata : a brief history of the automata from ancient times to the Fée Ondine / texts by Nicholas Foulkes.~
i12916298~Los Angeles : The Getty Research Institute, [2016]~022.314 B835~~~  -  -    ~9781606064900 hardcover;1606064908 hardcover~The Los Angeles Central Library : building an architectural icon, 1872-1933 / Kenneth A. Breisch.~
i12916456~San Francisco, CA : aunt lute books, 2016.~305.48914 G646~~~  -  -    ~9781879960923 (alk. paper);1879960923 (alk. paper)~Good Girls Marry Doctors : South Asian American Daughters on Obedience and Rebellion / Piyali Bhattacharya, Ed.~
i12916547~New York : Columbia University Press, 2000.~306.766 L828~~~  -  -    ~0231118589 (cloth : alk. paper);9780231118583 (cloth : alk. paper);0231118597;9780231118590~Losing Matt Shepard : life and politics in the aftermath of anti-gay murder / Beth Loffreda.~
i12916869~New York : Upper West Side Philosophers, Inc., [2017]~115 K79~~~  -  -    ~9781935830481 (pbk. : alk. paper);1935830481 (pbk. : alk. paper)~Passing time : an essay on waiting / Andrea Köhler ; with a foreword by Mark Lilla ; translated from the German by Michael Eskin.~
i12916870~Austin, TX : Awst Press, 2016.~303.3 Q8~~~  -  -    ~9780997193817;0997193816~Harbors / Donald Quist.~
i12916961~New York, NY, USA : Bloomsbury Academic, an imprint of Bloomsbury Publishing Inc., 2017.;©2017~641.675 W182~~~  -  -    ~9781501322853 (paperback ; alkaline paper);1501322850 (paperback ; alkaline paper)~Egg / Nicole Walker.~
i12917023~Lanham : Rowman & Littlefield, [2017]~618.928589 C767~~~  -  -    ~9781442269644 (cloth ; alk. paper);1442269642 (cloth ; alk. paper);9781442273009 (pbk. ; alk. paper);1442273003 (pbk. ; alk. paper)~Cultivating compassion : a psychodynamic understanding of attention deficit hyperactivity disorder / Francine Conway.~
i12917084~New York : Alfred A. Knopf, 2013.~676.09 B297~~~  -  -    ~9780307266422 (hardcover);0307266427 (hardcover);9780307279644 (paperback)~On paper : the everything of its two-thousand-year history / Nicholas A. Basbanes.~
i12917321~New York : Simon & Schuster Paperbacks, 2015.;©2014~363.738 K64~~~  -  -    ~9781451697384 (Cloth);1451697384 (Cloth);9781451697391 (pbk.);1451697392 (pbk.)~This changes everything : capitalism vs. the climate / Naomi Klein.~
i12917606~London ; New York, NY : Bloomsbury Academic, an imprint of Bloomsbury Publishing Plc, 2017.~658.4063 D457~~~  -  -    ~9781474250122 (paperback);1474250122 (paperback);9781474250139 (hardback);1474250130 (hardback);60002163069~Designing for service : key issues and new directions / edited by Daniela Sangiorgi and Alison Prendiville.~
i12917618~New Haven, Connecticut : Yale School of Architecture, [2016];©2016~307.1216 M338~~~  -  -    ~9781945150074;1945150076~The Marine etablissement : new terrain for central Amsterdam : Isaäc Kalisvaart, Alexander Garvin, Kevin D. Gray, and Andrei Harwell : Yale school of architecture : the Edward P. Bass Distinguished visiting architecture fellowship / edited by Nina Rappaport and Owen Howlett.~
i12917667~New York : Bloomsbury Academic, 2016.~688.4 P397~~~  -  -    ~9781501307362 (paperback);1501307363 (paperback);40025773144~Cigarette lighter / Jack Pendarvis.~
i12917722~Brooklyn, NY : Melville House, [2015]~342.73 K35~~~  -  -    ~1612195326;9781612195322~The U.S. Supreme Court decision on marriage equality / as delivered by Justice Anthony Kennedy.~
i1291776x~Cambridge, Mass. : MIT Press, ©2007.~363.728 P392~~~  -  -    ~9780262162449 (hardcover ; alk. paper);026216244X (hardcover ; alk. paper);9780262662017 (pbk. ; alk. paper);0262662019 (pbk. ; alk. paper);2550984~Resisting global toxics : transnational movements for environmental justice / David Naguib Pellow.~
i12917795~[Los Angeles, California] : Ito Center Editions, an imprint of Kaya Press, [2017];©2017~305.805 H252~~~  -  -    ~1885030533 (v. 1 ; paperback);9781885030535 (v. 1 ; paperback);9781885030542 (v. 2 ; paperback);1885030541 (v. 2 ; paperback)~Hapa Japan / edited by Duncan Ryūken Williams.~
i12917898~Lanham : Lexington Books, [2016]~620.2 I25~~~  -  -    ~9781498519236 (cloth ; alk. paper);1498519237 (cloth ; alk. paper);9781498519250 (pbk. ; alk. paper);1498519253 (pbk. ; alk. paper)~Acoustic technics / Don Ihde.~
i12918003~Lanham : Rowman & Littlefield, [2016]~201.65 R951~~~  -  -    ~9781442262058 (hardcover alkaline paper);1442262052 (hardcover alkaline paper);9781442262065 (paperback alkaline paper);1442262060 (paperback alkaline paper);40026393535~Evolution and religion : a dialogue / Michael Ruse.~
i12918118~Lanham, Maryland : Rowman & Littlefield, [2016]~615.85154 R287~~~  -  -    ~9781442236202 (hardcover alkaline paper);1442236205 (hardcover alkaline paper)~Music in therapeutic practice : using rhythm to bridge communication barriers / Trisha Ready.~
i1291812x~Lanham : Lexington Books, [2016]~170 P962~~~  -  -    ~9781498512077 (cloth ; alk. paper);1498512070 (cloth ; alk. paper);1498512089;40025660150~The problem of evil : new philosophical directions / edited by Benjamin W. McCraw and Robert Arp.~
i12918131~Lanham : Lexington Books, [2016]~261.88 A923~~~  -  -    ~9781498541909 hardcover alkaline paper;1498541909 hardcover alkaline paper~Augustine and the environment / edited by John Doody, Kim Paffenroth, and Mark Smillie.~
i12918246~Lanham : Rowman & Littlefield, [2017]~327.8 G468~~~  -  -    ~9781442257153 (hardcover alkaline paper);1442257156 (hardcover alkaline paper);9781442257160 (paperback alkaline paper);1442257164 (paperback alkaline paper)~The third century : U.S.-Latin American relations since 1889 / Mark T. Gilderhus, David C. LaFevor, and Michael J. LaRosa.~
i1291826x~Lanham : Lexington Books, [2016]~338.19 E19~~~  -  -    ~9781498519953 (hardcover : alk. paper);1498519954 (hardcover : alk. paper);40025873490~The ecopolitics of consumption : the food trade / edited by H. Louise Davis, Karyn Pilgrim, Madhudaya Sinha.~
i12918362~Lanham, Maryland : Rowman & Littlefield, [2017]~371.9 C622~~~  -  -    ~9781475834963 (hardcover ; alkaline paper);1475834969 (hardcover ; alkaline paper);9781475834970 (paperback ; alkaline paper);1475834977 (paperback ; alkaline paper);9781475834987~How autism is reshaping special education : the unbundling of IDEA / Mark K. Claypool and John M. McLaughlin.~
i12918386~Lanham : Lexington Books, [2016]~580.1 G798~~~  -  -    ~9781498510592 (cloth : alk. paper);1498510590 (cloth : alk. paper)~The green thread : dialogues with the vegetal world / edited by Patrícia Vieira,  ;Monica Gagliano, and John Ryan.~
i12918507~Lanham : Lexington Books, [2015]~303.483 H232~~~  -  -    ~9780739191453 (cloth ; alk. paper);0739191454 (cloth ; alk. paper)~Imagining slaves and robots in literature, film, and popular culture : reinventing yesterday's slave with tomorrow's robot / Gregory Jerome Hampton.~
i12918519~New York, NY, USA : Bloomsbury Academic, an imprint of Bloomsbury Publishing Inc, 2017.;©2017~550 C678~~~  -  -    ~9781501317910 (paperback ; alkaline paper);1501317911 (paperback ; alkaline paper)~Earth / Jeffrey Jerome Cohen, Linda T. Elkins-Tanton.~
